Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of Period,Frequency of Comma,Frequency of Dash,Frequency of Single Quote,Frequency of Plus,Frequency of Back Slash,Frequency of Foreward Slash,Frequency of Exclaimation,Frequency of Question Mark,Frequency of Open Parenthesis,Frequency of Equal,Frequency of Star Symbol,Frequency of And Symbol,Frequency of Open Curly Brace,Frequency of Square Bracket,Frequency of Semicolon,Frequency of Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman�Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4
C:\Dev\fp\legitimate\ling_1562.txt,0,86,0.906977,42.5481,0,54.1096,0,177.721,0.976744,0.011628,0,0,0.011628,6.26744,0.05814,0.069767,0.05814,0.127907,0.081395,0.151163,0.127907,0.104651,0.046512,0.081395,0.034884,0.034884,0.023256,0,0,0,0.375,0,0.375,0,0,0,0,0,0,0,0,0.325581,0.104651,0.093023,0.05814,0,0,0,0.011628,0,0,0.046512,0,0,0,0,0,0,0.011628,0,0,0,0,0,0,0,0,0,12,4.75094,96.4286,0.142857,0,0.142857,0,0.142857,0.285714,0.142857,0.142857,14.0897,18.5859,-1,0,0,0,0,0,0,0,0,0,0,0.034884,0.05814,0.05814,0.069767,0.104651,0.115385,81885.2,0.011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05814,0.011628,0,0.011628,0.05814,0.069767,0,0.05814,0.023256,0.034884,0,0,0.023256,0.011628,0.011628,0,0,0,0.011628,0,0.023256,0,0,0,0.023256,0.034884,0,0,0,0,0,0,0.023256,0,0,0.011628,0,0,0,0,0,0,0,0.011628,0,0,0.034884,0,0.034884,0.011628,0,0.023256,0,0.023256,0,0.011628,0,0.011628,0.023256,0.011628,0,0.023256,0,0,0,0,0,0,0,0,0.011628,0.05814,0.011628,0.011628,0,0,0,0,0,0,0.034884,0,0,0,0,0.034884,0,0,0,0.802326,0.25,0.102062,0.375,0,0,0,0,0
C:\Dev\fp\legitimate\ling_1777.txt,0,702,0.458689,302.832,1,452.559,0,1396.93,0.923077,0,0,0,0.076923,4.93447,0.294872,0.047009,0.045584,0.078348,0.092593,0.103989,0.105413,0.055556,0.07265,0.047009,0.025641,0.014245,0.007123,0.001425,0,0.008547,0.036,0.026533,0.157143,0.64,0.26,0.04,0.02,0,0,0,0.04,0.672365,0.059829,0.203704,0.048433,0.001425,0,0.007123,0.007123,0,0,0,0.156695,0,0,0.173789,0,0,0.014245,0,0,176,30.1136,15.423,0.509419,0,0,0,18.3947,18.9133,136.895,0.473684,0.131579,0.236842,0,0.052632,0.052632,0.026316,0.026316,11.0087,11.6055,-1,0,0,0,0,0,0,0,0,0,0,0.022792,0.109687,0.180912,0.292023,0.055556,0.090062,0,0.002849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002849,0.009972,0,0.007123,0.001425,0.024217,0.02849,0.035613,0.01567,0.01567,0,0,0.001425,0.018519,0,0,0.004274,0.008547,0.004274,0.009972,0.037037,0,0,0,0.008547,0.001425,0.007123,0.008547,0.017094,0.012821,0.011396,0.012821,0.001425,0,0,0,0,0.011396,0,0.005698,0.001425,0,0.008547,0,0,0,0.009972,0.01567,0,0.012821,0.002849,0,0,0.005698,0.004274,0.018519,0,0,0.02849,0.01567,0.001425,0,0.012821,0.008547,0.001425,0.001425,0.001425,0.001425,0.017094,0.019943,0.014245,0,0.02849,0.001425,0.042735,0,0.001425,0.004274,0,0,0,0.022792,0,0.007123,0,0,0.012821,0,0,0,0.354701,0.038596,0.025381,0.157143,0.596491,0.333333,0.035088,0,0.035088
C:\Dev\fp\legitimate\ling_1811.txt,0,613,0.597064,267.873,300.433,375.374,0,1220.24,0.964111,0,0,0,0.035889,6.12072,0.060359,0.052202,0.078303,0.109299,0.151713,0.130506,0.112561,0.112561,0.060359,0.042414,0.03752,0.02447,0.013051,0.009788,0.004894,0,0.044709,0.028686,0.147541,0.181818,0.681818,0,0.068182,0.022727,0,0,0.045455,0.445351,0.071778,0.060359,0.011419,0.011419,0,0,0.004894,0.003263,0.009788,0.035889,0,0.230016,0,0,0,0.001631,0.004894,0,0,2,2,0,0.000408,0,0,0,12.9787,8.87859,104.383,0.234043,0.234043,0.212766,0.12766,0.06383,0.085106,0.021277,0.021277,13.8879,17.9092,98,0,0,0,0,0,0,0,0,0,0,0.016313,0.092985,0.140294,0.225122,0.026101,0.035519,0,0.03752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092985,0.065253,0.030995,0.022838,0.083197,0.065253,0.02447,0.026101,0.014682,0.009788,0.001631,0.009788,0.029364,0.001631,0.021207,0.009788,0.004894,0.011419,0.003263,0.001631,0.001631,0.006525,0,0.009788,0.003263,0.014682,0.009788,0.016313,0.016313,0.017945,0.030995,0.014682,0.026101,0.004894,0,0,0.014682,0.013051,0,0,0.003263,0.011419,0,0.004894,0,0.019576,0.009788,0,0.021207,0.009788,0.001631,0.014682,0.001631,0.014682,0.011419,0,0,0.011419,0.008157,0.004894,0.001631,0.016313,0.011419,0.001631,0,0.004894,0.001631,0.017945,0.009788,0.009788,0,0.011419,0.001631,0.004894,0.009788,0.003263,0,0.003263,0,0,0.009788,0,0.022838,0,0,0.016313,0.008157,0.009788,0.021207,0.50571,0.044579,0.027424,0.147541,0.561404,0.350877,0.017544,0.035088,0.035088
C:\Dev\fp\legitimate\ling_1853.txt,0,128,0.796875,161.419,145.014,68.1359,3,255.267,0.984375,0.007813,0,0,0.007813,6.39063,0.0625,0.070313,0.039063,0.09375,0.101563,0.109375,0.132813,0.140625,0.132813,0.015625,0.09375,0.007813,0,0,0,0,0.166667,0,0.166667,0,0,0,0,0,0,0,0,0.335938,0.03125,0.125,0.015625,0.0625,0.007813,0,0,0,0.007813,0.03125,0,0,0.015625,0,0,0,0.039063,0,0,0,0,0,0,0,0,0,21.3333,20.1301,173.167,0.666667,0,0.166667,0,0,0,0,0.166667,19.3365,20.3894,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.078125,0.148438,0.140625,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007813,0.046875,0,0.007813,0,0.046875,0.0625,0.023438,0.007813,0.015625,0.015625,0,0.007813,0.015625,0.015625,0.007813,0.007813,0.007813,0.015625,0.007813,0.007813,0,0.007813,0,0.007813,0,0.007813,0.015625,0.007813,0.007813,0.015625,0.023438,0.007813,0.007813,0,0,0,0,0,0.007813,0,0,0.007813,0,0.023438,0,0.023438,0,0.007813,0.015625,0,0,0,0.007813,0,0.007813,0,0,0.054688,0.039063,0,0,0.015625,0.007813,0.007813,0.007813,0.007813,0.007813,0,0.015625,0.007813,0,0,0.007813,0.007813,0.015625,0.023438,0.007813,0.023438,0,0,0.039063,0.007813,0.015625,0,0,0.015625,0,0,0,0.695313,0.157407,0.026189,0.166667,0.111111,0,0,0,0.888889
C:\Dev\fp\legitimate\ling_1866.txt,0,404,0.695545,145.537,0,240.259,0,805.93,0.99505,0.002475,0,0,0.002475,6.05445,0.059406,0.049505,0.084158,0.173267,0.096535,0.096535,0.148515,0.123762,0.034653,0.039604,0.042079,0.019802,0.012376,0.009901,0.007426,0.002475,0.050962,0.017651,0.075,0.230769,0,0,0,0.5,0,0,0.269231,0.383663,0.111386,0.101485,0.027228,0.032178,0,0,0,0,0.00495,0.089109,0,0,0.007426,0,0,0.00495,0.00495,0,0,2,782,0,0.248886,0,0,0,9.47619,5.98505,74.8095,0.238095,0.071429,0.214286,0.166667,0.119048,0.142857,0.02381,0.02381,11.8246,16.6766,-1,0,0,0,0,0,0,0,0,0,0,0.009901,0.032178,0.054455,0.074257,0.10396,0.099644,0,0.022277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069307,0.014851,0.007426,0.027228,0.064356,0.061881,0.014851,0.027228,0.012376,0.009901,0.00495,0.002475,0.024752,0.002475,0.007426,0.002475,0.002475,0.014851,0.012376,0.009901,0,0.002475,0.002475,0.009901,0.002475,0.00495,0.007426,0.007426,0.00495,0.014851,0.014851,0,0.012376,0.002475,0,0.00495,0.002475,0.002475,0.002475,0,0.002475,0.00495,0,0,0,0.00495,0.007426,0.007426,0.009901,0.012376,0.002475,0.002475,0.002475,0.002475,0.00495,0.002475,0,0.014851,0.00495,0.00495,0,0.00495,0.00495,0.00495,0.00495,0,0.00495,0.009901,0.00495,0.009901,0,0.002475,0.00495,0.009901,0,0.00495,0.002475,0.009901,0,0,0.007426,0.002475,0.017327,0.00495,0,0.029703,0.002475,0.00495,0.002475,0.554455,0.055714,0.029329,0.175,0.742857,0.142857,0.085714,0,0.028571
C:\Dev\fp\legitimate\ling_1905.txt,0,446,0.717489,144.991,0,257.251,0,885.993,0.995516,0.002242,0,0,0.002242,5.99776,0.015695,0.091928,0.089686,0.121076,0.132287,0.139013,0.165919,0.06278,0.073991,0.049327,0.022422,0.013453,0.006726,0.008969,0.002242,0.004484,0.078409,0.097879,0.5,0.9,0.05,0,0,0,0,0,0.05,0.38565,0.06278,0.096413,0.109865,0.011211,0,0,0.015695,0,0.008969,0.004484,0.069507,0,0,0,0,0.002242,0.004484,0,0,28,82.6429,138.295,0.329818,0,0,0,13.9063,8.43119,109.625,0.1875,0.3125,0.1875,0.15625,0.0625,0.03125,0.03125,0.03125,13.7726,17.3383,352.2,0,0,0,0,0,0,0,0,0,0,0.14574,0.331839,0.461883,0.600897,0.067265,0.028125,0,0.011211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004484,0.09417,0.049327,0.038117,0.035874,0.056054,0.056054,0.011211,0.024664,0.004484,0.008969,0,0.002242,0.029148,0.004484,0.011211,0.004484,0.004484,0.011211,0.008969,0.008969,0.004484,0.004484,0.004484,0.013453,0.004484,0.017937,0.020179,0.011211,0.008969,0.011211,0.011211,0.002242,0.011211,0.004484,0,0.004484,0.004484,0,0,0,0.004484,0.017937,0,0.008969,0.002242,0.013453,0.004484,0.006726,0.011211,0.008969,0.004484,0,0.011211,0.017937,0.008969,0,0.002242,0.017937,0.015695,0.004484,0.002242,0.013453,0.008969,0.004484,0.004484,0,0.002242,0.006726,0.011211,0.017937,0.002242,0.004484,0.002242,0.011211,0.013453,0.011211,0.006726,0.004484,0,0.004484,0.011211,0,0.033632,0.004484,0,0.017937,0.004484,0.004484,0.015695,0.636771,0.062317,0.082039,0.5,0.967742,0,0,0,0.032258
C:\Dev\fp\legitimate\ling_1951.txt,0,116,0.887931,78.6062,0.025,67.5727,0,247.634,0.836207,0,0,0,0.163793,5.83621,0.043103,0.068966,0.12069,0.12069,0.12931,0.155172,0.12069,0.051724,0.051724,0.060345,0.060345,0,0.008621,0,0.008621,0,0.136364,0.045455,0.181818,0,0,0,0,0,0,0,0,0.387931,0.077586,0.077586,0.051724,0.008621,0,0,0,0,0,0.103448,0,0,0,0,0,0.008621,0.060345,0,0,2,79,0,0.087973,0,0,0,14.375,6.57529,112.25,0.25,0.125,0.125,0,0.125,0.125,0.125,0.125,13.246,16.4578,-1,0,0,0,0,0,0,0,0,0,0,0,0.017241,0.025862,0.043103,0.112069,0.106796,1393513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008621,0.034483,0.017241,0.008621,0.008621,0.068966,0.051724,0.008621,0.008621,0.008621,0.008621,0.008621,0,0.017241,0.025862,0,0.017241,0,0,0,0.025862,0.008621,0.008621,0.008621,0.008621,0,0,0.008621,0.008621,0.008621,0.008621,0.008621,0,0.008621,0.008621,0,0,0,0,0,0,0,0.008621,0,0,0,0.008621,0.008621,0,0.008621,0,0,0,0,0,0,0,0,0.017241,0.008621,0.008621,0,0.025862,0.008621,0,0,0,0,0.017241,0.008621,0.008621,0,0.008621,0,0.008621,0,0,0.017241,0,0,0,0.034483,0,0,0,0,0.025862,0,0,0,0.793103,0.163636,0.06803,0.272727,0.4,0,0.4,0,0.2
C:\Dev\fp\legitimate\ling_1991.txt,0,96,0.75,56.8399,23.5555,69.5224,0,251.73,0.979167,0.010417,0,0,0.010417,5.46875,0.15625,0.15625,0.041667,0.104167,0.072917,0.09375,0.052083,0.104167,0.052083,0.072917,0.03125,0.041667,0.010417,0,0.010417,0,0.222222,0.06415,0.333333,0,0,0,0,0,0,0,0,0.458333,0.041667,0.041667,0.104167,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.145833,0,0,12,33.8333,6.58808,0.276944,0,0,0,19.2,12.0897,146.6,0.2,0,0.4,0,0,0,0.2,0.2,13.9278,14.8146,-1,0,0,0,0,0,0,0,0,0,0,0.052083,0.09375,0.177083,0.25,0.270833,0.138889,89.4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010417,0.010417,0.010417,0,0.03125,0.020833,0,0,0,0,0.03125,0,0,0.010417,0,0,0,0.010417,0,0.010417,0,0,0.010417,0,0.010417,0.010417,0,0,0,0,0,0.010417,0.010417,0,0.010417,0,0,0,0,0,0,0,0,0.020833,0.010417,0,0,0,0,0,0,0,0,0,0,0,0,0.020833,0.010417,0,0,0,0,0,0,0,0,0.010417,0,0,0,0.020833,0,0,0,0,0,0,0.010417,0,0,0,0,0,0.020833,0,0,0,0,0.65625,0.222222,0.102869,0.444444,0,0,0,0,0
C:\Dev\fp\legitimate\ling_2003.txt,0,46,0.782609,28.3524,7.3559,42.4324,0,197.019,0.934783,0.043478,0,0,0.021739,5.73913,0,0.065217,0.043478,0.217391,0.173913,0.108696,0.195652,0.108696,0.043478,0.021739,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86957,0.086957,0.043478,2.65217,0,0,0,0.065217,0,0,0,0,0,0,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,9.2,6.07947,114.8,0.4,0,0,0.2,0,0,0.2,0.2,10.2013,14.7287,-1,0,0,0,0,0,0,0,0,0,0,0,0.065217,0.130435,0.195652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065217,0,0.043478,0.065217,0.152174,0.065217,0.021739,0,0,0,0,0,0,0,0.043478,0,0.065217,0,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0,0,0.021739,0,0,0,0,0,0.021739,0,0,0,0,0,0.021739,0,0.086957,0,0,0.021739,0,0.021739,0.086957,0,0,0,0,0,0.021739,0,0,0.021739,0,0,0,0,0,0.021739,0,0,0.021739,0,0,0,0.76087,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\ling_2212.txt,0,136,0.889706,73.3824,0,90.4862,0,258.239,0.985294,0.007353,0,0,0.007353,6.38971,0.058824,0.029412,0.080882,0.117647,0.095588,0.154412,0.088235,0.132353,0.095588,0.058824,0.051471,0.014706,0.022059,0,0,0,0.102564,0.036262,0.153846,0,0,0,0,0,0,0,0,0.301471,0.147059,0.088235,0.014706,0.007353,0,0,0.007353,0,0,0.029412,0,0,0,0,0,0,0.007353,0,0,4,81.5,6.71751,0.149541,0,0,0,8.375,6.6132,68.125,0.375,0.125,0,0.125,0.1875,0.125,0,0.0625,12.853,18.2371,-1,0,0,0,0,0,0,0,0,0,0,0.007353,0.014706,0.036765,0.036765,0.029412,0.033058,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0.014706,0.007353,0.029412,0.080882,0.051471,0.036765,0.022059,0.036765,0.014706,0,0,0,0,0.014706,0.007353,0.007353,0,0.022059,0.007353,0,0.007353,0.007353,0.007353,0.014706,0,0.007353,0.022059,0.007353,0.007353,0.007353,0,0,0,0,0.007353,0,0,0,0,0.007353,0.007353,0,0,0,0.007353,0,0,0.007353,0.014706,0.007353,0,0,0.014706,0.007353,0,0,0.022059,0.014706,0.007353,0,0.022059,0.007353,0.007353,0,0,0,0.014706,0.007353,0.007353,0,0,0,0.007353,0.014706,0,0.007353,0,0,0,0.007353,0,0.007353,0,0,0.022059,0,0,0,0.801471,0.153846,0.062807,0.230769,0,0,0,0,0
C:\Dev\fp\legitimate\ling_2222.txt,0,317,0.690852,167.495,0,210.819,0,625.123,0.996845,0,0,0,0.003155,6.347,0.047319,0.041009,0.097792,0.107256,0.116719,0.100946,0.138801,0.082019,0.126183,0.063091,0.041009,0.031546,0.006309,0,0,0,0.059677,0.018461,0.096774,0.25,0,0,0,0.65,0,0,0.1,0.905363,0.170347,0.082019,0.006309,0.009464,0,0,0.003155,0.003155,0,0.082019,0.485804,0,0,0,0,0,0.063091,0,0,20,85.5,54.8035,0.290816,0,0,0,6.65957,5.96542,62.5532,0.489362,0.148936,0.042553,0.06383,0.106383,0.085106,0.042553,0.021277,11.7942,17.0756,-1,0,0,0,0,0,0,0,0,0,0,0,0.018927,0.0347,0.085174,0.091483,0.077626,0,0.018927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07571,0.028391,0.015773,0.025237,0.050473,0.025237,0.0347,0.047319,0.006309,0,0.003155,0.003155,0.0347,0,0.012618,0.009464,0,0.006309,0.006309,0,0,0.009464,0.009464,0.012618,0,0.006309,0.012618,0.018927,0.015773,0.015773,0.018927,0,0.012618,0,0,0,0,0,0.006309,0,0.003155,0.015773,0.003155,0.003155,0,0.015773,0.003155,0.003155,0.012618,0.003155,0.006309,0,0.003155,0.006309,0.006309,0,0,0.025237,0.012618,0.003155,0.003155,0.015773,0.012618,0,0.006309,0.003155,0.012618,0.025237,0.015773,0.012618,0,0.0347,0.003155,0.003155,0.003155,0.009464,0,0.003155,0,0,0.022082,0,0.025237,0,0,0.028391,0,0,0,0.580442,0.075269,0.03914,0.193548,0.208333,0.5,0.166667,0.041667,0.083333
C:\Dev\fp\legitimate\ling_2254.txt,0,305,0.629508,144.469,1,207.924,0,606.135,0.993443,0.003279,0,0,0.003279,6.61639,0.036066,0.04918,0.072131,0.114754,0.091803,0.163934,0.12459,0.059016,0.114754,0.07541,0.039344,0.013115,0.013115,0.02623,0,0.006557,0.086667,0.037118,0.166667,0.2,0,0.25,0,0.35,0,0.15,0.05,0.242623,0.072131,0.091803,0.022951,0.019672,0,0,0,0,0,0.032787,0,0,0,0,0,0,0.003279,0,0,4,12,0.707107,0.009724,0,0,0,14.4286,7.28058,117.524,0.190476,0.333333,0.047619,0.047619,0.142857,0.095238,0.095238,0.047619,16.9475,21.0529,92.8,0,0,0,0,0,0,0,0,0,0,0.02623,0.085246,0.15082,0.22623,0.019672,0.026042,0,0.022951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118033,0.045902,0.006557,0.039344,0.059016,0.04918,0.029508,0.02623,0.003279,0.006557,0,0,0.016393,0,0.009836,0.006557,0.022951,0,0.013115,0.006557,0,0.003279,0.013115,0.016393,0.003279,0.003279,0.016393,0.016393,0.022951,0.019672,0.019672,0,0,0,0,0,0.003279,0,0,0,0.006557,0.016393,0,0,0,0.019672,0.003279,0,0.016393,0.006557,0,0,0.003279,0.013115,0.006557,0.003279,0,0.019672,0.013115,0,0,0.006557,0.016393,0,0.003279,0,0.006557,0.065574,0.016393,0.016393,0,0,0.003279,0.009836,0.009836,0,0.009836,0.003279,0,0,0.029508,0.006557,0.003279,0,0,0.029508,0.003279,0.003279,0,0.557377,0.082716,0.036706,0.166667,0.222222,0.296296,0.296296,0.148148,0.037037
C:\Dev\fp\legitimate\ling_2423.txt,0,823,0.543135,270.848,0,491.494,0,1643.55,0.961118,0,0,0,0.038882,5.39368,0.082625,0.059538,0.071689,0.199271,0.149453,0.115431,0.105711,0.102066,0.037667,0.029162,0.026731,0.012151,0.00729,0,0.001215,0,0.035516,0.032409,0.243902,0.789474,0.157895,0.035088,0,0,0,0,0.017544,0.419198,0.097205,0.061968,0.054678,0.017011,0,0,0.006075,0.00243,0,0.051033,0,0,0.060753,0,0.00729,0.058323,0.00243,0,0,6,6.66667,2.4037,0.00341,0,0,0,9.91566,7.31923,70.6627,0.409639,0.39759,0.13253,0.024096,0.024096,0,0,0.012048,8.93207,12.9297,344.444,0,0,0,0,0,0,0,0,0,0,0.047388,0.113001,0.183475,0.269745,0.063183,0.04698,0,0.025516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074119,0.035237,0.021871,0.021871,0.078979,0.061968,0.034022,0.019441,0.001215,0.00243,0,0.00243,0.00729,0,0.006075,0.00729,0.010936,0.019441,0.012151,0.003645,0,0.00729,0.00243,0.00729,0,0.003645,0.00729,0.00729,0.010936,0.012151,0.013366,0.001215,0.009721,0.009721,0,0.00243,0.003645,0,0,0.001215,0.012151,0.008505,0.001215,0.00243,0.00243,0.009721,0.009721,0.010936,0.008505,0.00729,0.003645,0,0.00243,0.012151,0.010936,0.00243,0.001215,0.009721,0.023086,0.003645,0.00243,0.037667,0.009721,0.006075,0.001215,0.001215,0,0.08627,0.017011,0.012151,0,0.003645,0.00486,0.010936,0.00486,0.006075,0.008505,0.014581,0,0.001215,0.009721,0.006075,0.006075,0.003645,0.001215,0.027947,0.003645,0,0,0.413123,0.034176,0.028898,0.243902,0.876543,0.111111,0,0,0.012346
